Row,Filename_x,topic_tag_x,Set_x,Filename_y,topic_tag_y,Set_y
453,FF1output_id16_delay1.25.mp4,アイテム,Set1,FF2output_id16_delay-1.5.mp4,アイテム,Set(2)138
3347,MM3output_id24_delay1.75.mp4,対戦風景,Set1,MM1output_id12_delay0.75.mp4,アイテム,Set(2)117
1572,FF1output_id35_delay-1.5.mp4,対戦風景,Set2,MM2output_id31_delay1.0.mp4,対戦風景,Set(2)94
1395,FF1output_id32_delay-0.75.mp4,対戦風景,Set2,MF21output_id22_delay-0.75.mp4,アシストフィギュア,Set(2)123
2464,MM3output_id8_delay-0.5.mp4,アイテム,Set2,MM4output_id29_delay1.5.mp4,アイテム,Set(2)26
3007,MM3output_id19_delay0.75.mp4,アイテム,Set3,FF3output_id20_delay0.0.mp4,対戦風景,Set(2)99
800,FF1output_id22_delay1.0.mp4,ファイター,Set3,MF14output_id29_delay0.5.mp4,対戦結果,Set(2)10
246,FF1output_id13_delay0.5.mp4,アイテム,Set4,MM3output_id6_delay0.0.mp4,アイテム,Set(2)17
2660,MM3output_id13_delay1.0.mp4,対戦風景,Set4,MM2output_id7_delay-1.5.mp4,対戦風景,Set(2)78
752,FF1output_id21_delay1.0.mp4,対戦風景,Set4,MF11output_id15_delay0.5.mp4,ファイター,Set(2)85
938,FF1output_id24_delay-1.0.mp4,アイテム,Set5,MF12output_id8_delay-0.75.mp4,対戦風景,Set(2)40
2806,MM3output_id15_delay1.5.mp4,対戦風景,Set5,FF2output_id25_delay-1.25.mp4,対戦風景,Set(2)140
1560,FF1output_id35_delay-1.5.mp4,対戦風景,Set6,FF3output_id14_delay-1.0.mp4,アイテム,Set(2)5
423,FF1output_id16_delay-0.75.mp4,アイテム,Set6,MF21output_id21_delay1.25.mp4,アシストフィギュア,Set(2)17
1876,FF1output_id40_delay-0.5.mp4,対戦風景,Set6,MF13output_id21_delay-0.5.mp4,対戦風景,Set(2)25
3506,MM3output_id27_delay-1.0.mp4,対戦風景,Set7,FF4output_id18_delay-0.75.mp4,アイテム,Set(2)63
269,FF1output_id13_delay0.0.mp4,アイテム,Set7,FF2output_id9_delay-0.5.mp4,アイテム,Set(2)121
2790,MM3output_id15_delay0.5.mp4,対戦風景,Set7,FF1output_id40_delay0.0.mp4,対戦風景,Set(2)23
176,FF1output_id11_delay1.0.mp4,対戦風景,Set7,FF3output_id11_delay0.5.mp4,対戦風景,Set(2)43
564,FF1output_id18_delay-1.5.mp4,アイテム,Set8,FF3output_id18_delay1.0.mp4,対戦風景,Set(2)93
768,FF1output_id21_delay-1.5.mp4,対戦風景,Set8,FF1output_id10_delay-1.0.mp4,対戦風景,Set(2)111
2511,MM3output_id8_delay-0.75.mp4,アイテム,Set8,MF12output_id7_delay1.25.mp4,対戦風景,Set(2)1
639,FF1output_id19_delay-0.75.mp4,アイテム,Set8,MF14output_id29_delay1.25.mp4,対戦結果,Set(2)37
2742,MM3output_id14_delay0.5.mp4,対戦風景,Set8,FF1output_id44_delay0.0.mp4,ファイター,Set(2)117
1704,FF1output_id37_delay-1.5.mp4,対戦風景,Set9,MF23output_id19_delay-1.0.mp4,対戦風景,Set(2)115
1357,FF1output_id31_delay-1.25.mp4,ファイター,Set9,FF4output_id21_delay1.0.mp4,ファイター,Set(2)73
112,FF1output_id10_delay-0.5.mp4,対戦風景,Set9,MF12output_id26_delay1.5.mp4,ファイター,Set(2)52
785,FF1output_id22_delay0.0.mp4,ファイター,Set9,FF4output_id11_delay1.5.mp4,対戦風景,Set(2)128
1049,FF1output_id26_delay0.0.mp4,ファイター,Set9,MM1output_id16_delay1.5.mp4,対戦風景,Set(2)24
2854,MM3output_id16_delay1.5.mp4,対戦風景,Set9,FF3output_id22_delay-1.25.mp4,対戦風景,Set(2)31
903,FF1output_id24_delay-0.75.mp4,アイテム,Set10,FF4output_id6_delay1.25.mp4,ファイター,Set(2)66
3451,MM3output_id26_delay0.75.mp4,アイテム,Set11,FF3output_id18_delay1.75.mp4,対戦風景,Set(2)101
3213,MM3output_id22_delay1.25.mp4,対戦風景,Set11,MF23output_id24_delay-1.5.mp4,対戦結果,Set(2)75
1144,FF1output_id28_delay-0.5.mp4,対戦風景,Set12,MF24output_id19_delay1.5.mp4,ファイター,Set(2)126
2730,MM3output_id14_delay0.5.mp4,対戦風景,Set12,MM2output_id31_delay1.75.mp4,対戦風景,Set(2)62
261,FF1output_id13_delay1.25.mp4,アイテム,Set12,MF23output_id21_delay-1.5.mp4,アイテム,Set(2)93
1522,FF1output_id34_delay1.5.mp4,アイテム,Set12,MM3output_id13_delay0.75.mp4,対戦風景,Set(2)39
2717,MM3output_id14_delay0.0.mp4,対戦風景,Set13,FF1output_id37_delay-0.5.mp4,対戦風景,Set(2)71
2550,MM3output_id9_delay0.5.mp4,対戦風景,Set13,MF14output_id13_delay0.0.mp4,対戦風景,Set(2)112
515,FF1output_id17_delay1.75.mp4,アイテム,Set13,MF21output_id9_delay0.75.mp4,アシストフィギュア,Set(2)53
312,FF1output_id14_delay-1.5.mp4,アイテム,Set14,MF24output_id10_delay-1.0.mp4,アイテム,Set(2)53
1944,FF1output_id41_delay-1.5.mp4,対戦風景,Set14,FF3output_id13_delay-1.0.mp4,ファイター,Set(2)12
673,FF1output_id20_delay-1.25.mp4,対戦風景,Set14,MM3output_id9_delay-1.0.mp4,対戦風景,Set(2)8
2775,MM3output_id15_delay-0.75.mp4,対戦風景,Set14,MM3output_id22_delay1.25.mp4,対戦風景,Set(2)21
807,FF1output_id22_delay-0.75.mp4,ファイター,Set14,FF3output_id15_delay1.25.mp4,アイテム,Set(2)148
1424,FF1output_id32_delay1.0.mp4,対戦風景,Set14,MF13output_id32_delay0.5.mp4,対戦風景,Set(2)110
524,FF1output_id17_delay1.0.mp4,アイテム,Set14,MF14output_id21_delay-1.5.mp4,対戦風景,Set(2)115
1245,FF1output_id29_delay1.25.mp4,ファイター,Set14,MF24output_id8_delay-1.5.mp4,対戦風景,Set(2)33
3239,MM3output_id22_delay1.75.mp4,対戦風景,Set14,MF11output_id16_delay-1.25.mp4,ファイター,Set(2)118
492,FF1output_id17_delay-1.5.mp4,アイテム,Set15,MF12output_id33_delay1.0.mp4,対戦結果,Set(2)53
1405,FF1output_id32_delay-1.25.mp4,対戦風景,Set16,FF4output_id28_delay1.0.mp4,アイテム,Set(2)57
3283,MM3output_id23_delay0.75.mp4,対戦風景,Set16,FF1output_id31_delay1.75.mp4,ファイター,Set(2)112
2431,MM3output_id7_delay0.75.mp4,アイテム,Set16,MF21output_id13_delay0.0.mp4,対戦風景,Set(2)59
3081,MM3output_id20_delay1.25.mp4,アイテム,Set16,MF21output_id19_delay0.5.mp4,アシストフィギュア,Set(2)132
3238,MM3output_id22_delay1.5.mp4,対戦風景,Set16,MF13output_id15_delay-1.25.mp4,アイテム,Set(2)130
493,FF1output_id17_delay-1.25.mp4,アイテム,Set17,MM1output_id14_delay1.0.mp4,対戦風景,Set(2)70
2779,MM3output_id15_delay0.75.mp4,対戦風景,Set17,MM1output_id23_delay1.75.mp4,対戦風景,Set(2)11
1751,FF1output_id38_delay1.75.mp4,対戦風景,Set17,MF22output_id8_delay-1.25.mp4,対戦風景,Set(2)147
3012,MM3output_id19_delay-1.5.mp4,アイテム,Set18,MF23output_id9_delay1.0.mp4,ファイター,Set(2)1
2988,MM3output_id18_delay-1.5.mp4,対戦風景,Set18,MF11output_id17_delay1.0.mp4,対戦風景,Set(2)50
3121,MM3output_id21_delay-1.25.mp4,対戦風景,Set18,MM2output_id12_delay-1.0.mp4,アイテム,Set(2)65
329,FF1output_id14_delay0.0.mp4,アイテム,Set18,MF13output_id13_delay1.5.mp4,対戦風景,Set(2)74
2454,MM3output_id7_delay0.5.mp4,アイテム,Set18,FF3output_id16_delay0.0.mp4,アイテム,Set(2)9
949,FF1output_id24_delay-1.25.mp4,アイテム,Set19,FF4output_id32_delay1.0.mp4,対戦結果,Set(2)141
1202,FF1output_id29_delay-1.0.mp4,ファイター,Set20,MF22output_id6_delay-0.75.mp4,対戦風景,Set(2)122
1180,FF1output_id28_delay-0.5.mp4,対戦風景,Set20,MF21output_id14_delay-0.5.mp4,アイテム,Set(2)113
3352,MM3output_id24_delay-0.5.mp4,対戦風景,Set20,MM2output_id17_delay1.5.mp4,対戦風景,Set(2)46
476,FF1output_id16_delay1.0.mp4,アイテム,Set20,FF2output_id32_delay-1.5.mp4,対戦風景,Set(2)39
1721,FF1output_id37_delay0.0.mp4,対戦風景,Set21,MF23output_id17_delay1.5.mp4,対戦風景,Set(2)136
811,FF1output_id22_delay0.75.mp4,ファイター,Set21,FF1output_id19_delay1.75.mp4,アイテム,Set(2)70
2529,MM3output_id9_delay1.25.mp4,対戦風景,Set21,MF22output_id17_delay0.5.mp4,対戦風景,Set(2)41
2994,MM3output_id18_delay0.5.mp4,対戦風景,Set22,FF4output_id9_delay1.75.mp4,アイテム,Set(2)142
2490,MM3output_id8_delay0.5.mp4,アイテム,Set22,FF3output_id14_delay1.75.mp4,アイテム,Set(2)113
1063,FF1output_id26_delay0.75.mp4,ファイター,Set22,MF23output_id8_delay0.0.mp4,ファイター,Set(2)20
567,FF1output_id18_delay-0.75.mp4,アイテム,Set23,MF21output_id3_delay1.25.mp4,対戦風景,Set(2)14
2598,MM3output_id10_delay0.5.mp4,アイテム,Set23,MM1output_id20_delay0.0.mp4,対戦風景,Set(2)96
1376,FF1output_id31_delay1.0.mp4,ファイター,Set23,MM3output_id30_delay0.5.mp4,対戦風景,Set(2)101
3108,MM3output_id20_delay-1.5.mp4,アイテム,Set24,MF21output_id12_delay1.0.mp4,アイテム,Set(2)87
425,FF1output_id16_delay0.0.mp4,アイテム,Set24,MF21output_id22_delay1.5.mp4,アシストフィギュア,Set(2)58
286,FF1output_id13_delay1.5.mp4,アイテム,Set24,MF23output_id13_delay-1.25.mp4,対戦風景,Set(2)33
153,FF1output_id11_delay1.25.mp4,対戦風景,Set25,MM1output_id28_delay0.5.mp4,対戦風景,Set(2)15
741,FF1output_id21_delay1.25.mp4,対戦風景,Set25,MF22output_id11_delay-1.5.mp4,アイテム,Set(2)26
1872,FF1output_id40_delay-1.5.mp4,対戦風景,Set26,FF2output_id17_delay-1.0.mp4,アイテム,Set(2)85
217,FF1output_id12_delay-1.25.mp4,アイテム,Set26,MF21output_id24_delay-1.0.mp4,対戦風景,Set(2)54
257,FF1output_id13_delay0.0.mp4,アイテム,Set26,MF22output_id22_delay1.5.mp4,対戦風景,Set(2)9
1111,FF1output_id27_delay0.75.mp4,対戦風景,Set26,MF13output_id23_delay0.0.mp4,対戦風景,Set(2)44
301,FF1output_id14_delay-1.25.mp4,アイテム,Set27,MM4output_id15_delay1.0.mp4,対戦風景,Set(2)110
275,FF1output_id13_delay1.75.mp4,アイテム,Set27,MF12output_id28_delay0.75.mp4,対戦風景,Set(2)9
2772,MM3output_id15_delay-1.5.mp4,対戦風景,Set28,MM4output_id12_delay1.0.mp4,対戦風景,Set(2)68
2013,FF1output_id42_delay1.25.mp4,対戦風景,Set28,MF21output_id17_delay-1.5.mp4,対戦風景,Set(2)25
180,FF1output_id12_delay-1.5.mp4,アイテム,Set29,MM2output_id16_delay1.0.mp4,対戦風景,Set(2)108
3509,MM3output_id27_delay0.0.mp4,対戦風景,Set29,MM1output_id2_delay-0.5.mp4,ファイター,Set(2)111
1481,FF1output_id33_delay0.0.mp4,アイテム,Set29,MM2output_id9_delay1.5.mp4,アイテム,Set(2)62
1381,FF1output_id32_delay-1.25.mp4,対戦風景,Set30,MM2output_id30_delay1.0.mp4,対戦風景,Set(2)99
1406,FF1output_id32_delay-1.0.mp4,対戦風景,Set30,MF13output_id30_delay1.25.mp4,対戦結果,Set(2)52
506,FF1output_id17_delay-1.0.mp4,アイテム,Set30,MF24output_id17_delay-0.75.mp4,対戦風景,Set(2)128
1423,FF1output_id32_delay0.75.mp4,対戦風景,Set30,MM1output_id13_delay0.0.mp4,対戦風景,Set(2)70
145,FF1output_id11_delay-1.25.mp4,対戦風景,Set31,MM1output_id19_delay-1.0.mp4,対戦風景,Set(2)96
3278,MM3output_id23_delay-1.0.mp4,対戦風景,Set31,MF21output_id8_delay1.25.mp4,アイテム,Set(2)109
2525,MM3output_id9_delay0.0.mp4,対戦風景,Set31,MF22output_id11_delay-0.5.mp4,アイテム,Set(2)80
610,FF1output_id19_delay1.5.mp4,アイテム,Set31,MM4output_id20_delay0.75.mp4,対戦風景,Set(2)6
1823,FF1output_id39_delay1.75.mp4,対戦風景,Set31,MF12output_id22_delay-1.25.mp4,対戦風景,Set(2)66
2140,FF1output_id44_delay-0.5.mp4,ファイター,Set32,MF22output_id17_delay-0.5.mp4,対戦風景,Set(2)128
2437,MM3output_id7_delay-1.25.mp4,アイテム,Set33,MF23output_id12_delay1.0.mp4,対戦風景,Set(2)40
869,FF1output_id23_delay0.0.mp4,アイテム,Set33,MF11output_id25_delay-0.5.mp4,対戦結果,Set(2)139
1341,FF1output_id31_delay1.25.mp4,ファイター,Set33,MF11output_id10_delay-1.5.mp4,ファイター,Set(2)114
961,FF1output_id25_delay-1.25.mp4,対戦風景,Set34,MM3output_id22_delay-1.0.mp4,対戦風景,Set(2)84
314,FF1output_id14_delay-1.0.mp4,アイテム,Set35,MM4output_id14_delay-0.75.mp4,対戦風景,Set(2)91
3064,MM3output_id20_delay-0.5.mp4,アイテム,Set35,MF11output_id22_delay1.5.mp4,アイテム,Set(2)9
2068,FF1output_id43_delay-0.5.mp4,アイテム,Set35,MM3output_id24_delay-0.5.mp4,対戦風景,Set(2)116
1819,FF1output_id39_delay0.75.mp4,対戦風景,Set35,MM2output_id7_delay1.75.mp4,対戦風景,Set(2)128
2745,MM3output_id14_delay1.25.mp4,対戦風景,Set35,MF13output_id3_delay0.5.mp4,ファイター,Set(2)114
1020,FF1output_id26_delay-1.5.mp4,ファイター,Set36,MF12output_id33_delay1.0.mp4,対戦結果,Set(2)96
631,FF1output_id19_delay0.75.mp4,アイテム,Set36,FF3output_id5_delay0.0.mp4,アイテム,Set(2)52
898,FF1output_id23_delay1.5.mp4,アイテム,Set36,MF21output_id27_delay0.75.mp4,対戦結果,Set(2)86
1956,FF1output_id41_delay-1.5.mp4,対戦風景,Set37,MF21output_id15_delay1.0.mp4,アイテム,Set(2)122
1418,FF1output_id32_delay-1.0.mp4,対戦風景,Set37,MF12output_id32_delay-0.75.mp4,対戦風景,Set(2)127
1224,FF1output_id29_delay-1.5.mp4,ファイター,Set38,MM1output_id11_delay-1.0.mp4,対戦風景,Set(2)129
1984,FF1output_id42_delay-0.5.mp4,対戦風景,Set38,FF1output_id14_delay1.5.mp4,アイテム,Set(2)136
587,FF1output_id18_delay1.75.mp4,アイテム,Set38,MF13output_id7_delay0.75.mp4,ファイター,Set(2)141
1605,FF1output_id35_delay1.25.mp4,対戦風景,Set39,MF21output_id8_delay-1.5.mp4,アイテム,Set(2)127
339,FF1output_id14_delay-0.75.mp4,アイテム,Set40,FF2output_id26_delay-0.75.mp4,対戦風景,Set(2)64
342,FF1output_id14_delay0.5.mp4,アイテム,Set40,MM1output_id9_delay0.0.mp4,アイテム,Set(2)91
2181,FF1output_id45_delay1.25.mp4,対戦風景,Set40,MM1output_id13_delay-1.5.mp4,対戦風景,Set(2)105
84,FF1output_id10_delay-1.5.mp4,対戦風景,Set41,MM2output_id18_delay1.0.mp4,対戦風景,Set(2)14
1117,FF1output_id27_delay-1.25.mp4,対戦風景,Set41,FF1output_id21_delay1.0.mp4,対戦風景,Set(2)81
1080,FF1output_id27_delay-1.5.mp4,対戦風景,Set42,FF1output_id44_delay-1.0.mp4,ファイター,Set(2)109
2071,FF1output_id43_delay0.75.mp4,アイテム,Set42,MF14output_id22_delay0.0.mp4,対戦風景,Set(2)84
1738,FF1output_id37_delay1.5.mp4,対戦風景,Set42,MM4output_id24_delay0.75.mp4,対戦風景,Set(2)116
3242,MM3output_id23_delay-1.0.mp4,対戦風景,Set43,MF13output_id27_delay-0.75.mp4,アイテム,Set(2)1
579,FF1output_id18_delay-0.75.mp4,アイテム,Set43,MF12output_id3_delay-0.75.mp4,ファイター,Set(2)141
3053,MM3output_id19_delay0.0.mp4,アイテム,Set43,MM4output_id6_delay-0.5.mp4,対戦風景,Set(2)27
1436,FF1output_id32_delay1.0.mp4,対戦風景,Set43,MF24output_id20_delay-1.5.mp4,対戦風景,Set(2)8
1035,FF1output_id26_delay-0.75.mp4,ファイター,Set44,MF13output_id5_delay-0.75.mp4,ファイター,Set(2)89
1105,FF1output_id27_delay-1.25.mp4,対戦風景,Set45,MM3output_id19_delay-1.0.mp4,アイテム,Set(2)118
2032,FF1output_id42_delay-0.5.mp4,対戦風景,Set45,FF1output_id11_delay1.5.mp4,対戦風景,Set(2)132
1649,FF1output_id36_delay0.0.mp4,対戦風景,Set45,FF3output_id14_delay1.5.mp4,アイテム,Set(2)123
2419,MM3output_id7_delay0.75.mp4,アイテム,Set45,FF1output_id45_delay1.75.mp4,対戦風景,Set(2)17
3009,MM3output_id19_delay1.25.mp4,アイテム,Set45,MF23output_id6_delay0.5.mp4,対戦風景,Set(2)133
1273,FF1output_id30_delay-1.25.mp4,ファイター,Set46,MM3output_id22_delay-1.0.mp4,対戦風景,Set(2)141
1383,FF1output_id32_delay-0.75.mp4,対戦風景,Set46,MM4output_id29_delay1.25.mp4,アイテム,Set(2)115
819,FF1output_id22_delay-0.75.mp4,ファイター,Set46,MM2output_id25_delay-0.75.mp4,対戦風景,Set(2)83
1148,FF1output_id28_delay1.0.mp4,対戦風景,Set46,FF4output_id17_delay-1.5.mp4,ファイター,Set(2)120
1546,FF1output_id34_delay1.5.mp4,アイテム,Set46,MF21output_id19_delay0.75.mp4,アシストフィギュア,Set(2)31
1093,FF1output_id27_delay-1.25.mp4,対戦風景,Set47,MM2output_id1_delay1.0.mp4,ファイター,Set(2)57
2582,MM3output_id10_delay-1.0.mp4,アイテム,Set47,MM4output_id10_delay1.25.mp4,対戦風景,Set(2)92
1768,FF1output_id38_delay-0.5.mp4,対戦風景,Set47,FF4output_id12_delay1.5.mp4,対戦風景,Set(2)15
487,FF1output_id17_delay0.75.mp4,アイテム,Set47,MF12output_id3_delay0.0.mp4,ファイター,Set(2)131
1175,FF1output_id28_delay1.75.mp4,対戦風景,Set47,MF22output_id15_delay-1.25.mp4,アイテム,Set(2)132
2415,MM3output_id7_delay-0.75.mp4,アイテム,Set48,MF14output_id29_delay1.25.mp4,対戦結果,Set(2)86
1503,FF1output_id34_delay-0.75.mp4,アイテム,Set48,MM2output_id20_delay1.25.mp4,対戦風景,Set(2)73
1485,FF1output_id33_delay1.25.mp4,アイテム,Set48,MF21output_id12_delay-1.5.mp4,アイテム,Set(2)125
2650,MM3output_id13_delay1.5.mp4,対戦風景,Set48,MF22output_id9_delay0.75.mp4,対戦風景,Set(2)111
48,FF1output_id8_delay-1.5.mp4,ファイター,Set49,MM4output_id11_delay-1.0.mp4,対戦風景,Set(2)96
769,FF1output_id21_delay-1.25.mp4,対戦風景,Set49,FF2output_id7_delay-1.0.mp4,ファイター,Set(2)86
674,FF1output_id20_delay-1.0.mp4,対戦風景,Set49,MM4output_id18_delay-0.75.mp4,対戦風景,Set(2)54
1669,FF1output_id36_delay-1.25.mp4,対戦風景,Set50,MF23output_id16_delay1.0.mp4,対戦風景,Set(2)82
8,FF1output_id8_delay1.0.mp4,ファイター,Set50,MF13output_id16_delay0.5.mp4,対戦風景,Set(2)14
3324,MM3output_id24_delay-1.5.mp4,対戦風景,Set51,MF12output_id23_delay1.0.mp4,対戦風景,Set(2)19
3495,MM3output_id27_delay-0.75.mp4,対戦風景,Set51,MF21output_id14_delay1.25.mp4,アイテム,Set(2)135
2130,FF1output_id44_delay0.5.mp4,ファイター,Set51,MF23output_id10_delay1.75.mp4,対戦風景,Set(2)4
920,FF1output_id24_delay1.0.mp4,アイテム,Set51,MF24output_id14_delay0.5.mp4,対戦風景,Set(2)74
3371,MM3output_id25_delay1.75.mp4,対戦風景,Set51,MM3output_id14_delay0.75.mp4,対戦風景,Set(2)50
2906,MM3output_id17_delay-1.0.mp4,対戦風景,Set52,MF23output_id17_delay-0.75.mp4,対戦風景,Set(2)30
2356,MM3output_id6_delay-0.5.mp4,アイテム,Set52,MM1output_id19_delay-0.5.mp4,対戦風景,Set(2)41
2097,FF1output_id43_delay1.25.mp4,アイテム,Set52,FF1output_id42_delay0.5.mp4,対戦風景,Set(2)26
2652,MM3output_id13_delay-1.5.mp4,対戦風景,Set53,MM2output_id1_delay1.0.mp4,ファイター,Set(2)104
544,FF1output_id18_delay-0.5.mp4,アイテム,Set53,MF14output_id20_delay1.5.mp4,対戦風景,Set(2)49
707,FF1output_id20_delay1.75.mp4,対戦風景,Set53,MF13output_id31_delay0.75.mp4,対戦風景,Set(2)16
3384,MM3output_id25_delay-1.5.mp4,対戦風景,Set54,FF4output_id6_delay-1.0.mp4,ファイター,Set(2)93
889,FF1output_id23_delay-1.25.mp4,アイテム,Set54,MF12output_id31_delay-1.0.mp4,対戦風景,Set(2)74
894,FF1output_id23_delay0.5.mp4,アイテム,Set54,MM2output_id6_delay0.0.mp4,対戦風景,Set(2)147
787,FF1output_id22_delay0.75.mp4,ファイター,Set54,MF13output_id32_delay1.75.mp4,対戦風景,Set(2)138
1918,FF1output_id40_delay1.5.mp4,対戦風景,Set54,MF14output_id22_delay-1.25.mp4,対戦風景,Set(2)105
1897,FF1output_id40_delay-1.25.mp4,対戦風景,Set55,MM1output_id15_delay-1.0.mp4,対戦風景,Set(2)98
2966,MM3output_id18_delay-1.0.mp4,対戦風景,Set55,MM3output_id9_delay1.25.mp4,対戦風景,Set(2)81
3491,MM3output_id27_delay1.75.mp4,対戦風景,Set55,MM2output_id7_delay0.75.mp4,対戦風景,Set(2)21
504,FF1output_id17_delay-1.5.mp4,アイテム,Set56,MF23output_id7_delay-1.0.mp4,対戦風景,Set(2)53
3541,MM3output_id28_delay-1.25.mp4,対戦風景,Set56,MF22output_id11_delay1.0.mp4,アイテム,Set(2)99
1539,FF1output_id34_delay-0.75.mp4,アイテム,Set56,MF12output_id9_delay-0.75.mp4,対戦風景,Set(2)90
2701,MM3output_id14_delay-1.25.mp4,対戦風景,Set57,MF14output_id29_delay1.0.mp4,対戦結果,Set(2)77
2888,MM3output_id17_delay1.0.mp4,対戦風景,Set57,FF1output_id47_delay0.5.mp4,対戦結果,Set(2)143
2253,FF1output_id47_delay1.25.mp4,対戦結果,Set57,FF2output_id19_delay-1.5.mp4,アイテム,Set(2)132
1776,FF1output_id38_delay-1.5.mp4,対戦風景,Set58,MM2output_id5_delay-1.0.mp4,対戦風景,Set(2)102
1460,FF1output_id33_delay1.0.mp4,アイテム,Set58,MF14output_id24_delay-1.5.mp4,対戦風景,Set(2)46
1222,FF1output_id29_delay1.5.mp4,ファイター,Set58,MM4output_id16_delay-1.25.mp4,アイテム,Set(2)32
2006,FF1output_id42_delay-1.0.mp4,対戦風景,Set59,FF1output_id40_delay1.25.mp4,対戦風景,Set(2)92
1179,FF1output_id28_delay-0.75.mp4,対戦風景,Set59,MF21output_id21_delay-0.75.mp4,アシストフィギュア,Set(2)28
135,FF1output_id11_delay-0.75.mp4,対戦風景,Set59,FF2output_id31_delay1.25.mp4,対戦風景,Set(2)16
2382,MM3output_id6_delay0.5.mp4,アイテム,Set59,MF21output_id21_delay0.0.mp4,アシストフィギュア,Set(2)145
3426,MM3output_id26_delay0.5.mp4,アイテム,Set59,MF23output_id7_delay1.75.mp4,対戦風景,Set(2)37
1208,FF1output_id29_delay1.0.mp4,ファイター,Set59,MF12output_id8_delay0.5.mp4,対戦風景,Set(2)62
1029,FF1output_id26_delay1.25.mp4,ファイター,Set59,MF24output_id6_delay-1.5.mp4,ファイター,Set(2)62
1157,FF1output_id28_delay0.0.mp4,対戦風景,Set60,MF13output_id9_delay-0.5.mp4,ファイター,Set(2)12
9,FF1output_id8_delay1.25.mp4,ファイター,Set60,FF1output_id40_delay0.5.mp4,対戦風景,Set(2)118
2242,FF1output_id47_delay1.5.mp4,対戦結果,Set60,MF13output_id5_delay0.75.mp4,ファイター,Set(2)10
575,FF1output_id18_delay1.75.mp4,アイテム,Set60,FF1output_id45_delay-1.25.mp4,対戦風景,Set(2)1
2915,MM3output_id17_delay1.75.mp4,対戦風景,Set60,FF1output_id36_delay0.75.mp4,対戦風景,Set(2)7
614,FF1output_id19_delay-1.0.mp4,アイテム,Set61,FF1output_id14_delay1.25.mp4,アイテム,Set(2)12
3380,MM3output_id25_delay1.0.mp4,対戦風景,Set61,FF1output_id15_delay-1.5.mp4,ファイター,Set(2)106
2734,MM3output_id14_delay1.5.mp4,対戦風景,Set61,MF14output_id13_delay-1.25.mp4,対戦風景,Set(2)22
695,FF1output_id20_delay1.75.mp4,対戦風景,Set61,FF2output_id11_delay-1.25.mp4,アイテム,Set(2)7
1549,FF1output_id34_delay-1.25.mp4,アイテム,Set62,MF13output_id16_delay1.0.mp4,対戦風景,Set(2)68
458,FF1output_id16_delay-1.0.mp4,アイテム,Set62,MM4output_id16_delay-0.75.mp4,アイテム,Set(2)41
2367,MM3output_id6_delay-0.75.mp4,アイテム,Set62,MF24output_id4_delay1.25.mp4,ファイター,Set(2)24
170,FF1output_id11_delay-1.0.mp4,対戦風景,Set63,FF2output_id23_delay-0.75.mp4,アイテム,Set(2)67
3052,MM3output_id19_delay-0.5.mp4,アイテム,Set63,MF22output_id6_delay-0.5.mp4,対戦風景,Set(2)108
376,FF1output_id15_delay-0.5.mp4,ファイター,Set63,MF21output_id20_delay1.5.mp4,対戦風景,Set(2)49
1747,FF1output_id38_delay0.75.mp4,対戦風景,Set64,MM4output_id10_delay1.75.mp4,対戦風景,Set(2)114
244,FF1output_id13_delay-0.5.mp4,アイテム,Set65,FF1output_id16_delay-0.5.mp4,アイテム,Set(2)47
1048,FF1output_id26_delay-0.5.mp4,ファイター,Set65,FF3output_id19_delay1.5.mp4,対戦風景,Set(2)35
2610,MM3output_id10_delay0.5.mp4,アイテム,Set65,MM2output_id18_delay1.75.mp4,対戦風景,Set(2)44
853,FF1output_id23_delay-1.25.mp4,アイテム,Set66,FF1output_id32_delay1.0.mp4,対戦風景,Set(2)81
1360,FF1output_id31_delay-0.5.mp4,ファイター,Set66,FF4output_id6_delay1.5.mp4,ファイター,Set(2)36
2210,FF1output_id45_delay-1.0.mp4,対戦風景,Set67,MF13output_id25_delay-0.75.mp4,対戦風景,Set(2)8
1252,FF1output_id29_delay-0.5.mp4,ファイター,Set67,MM1output_id19_delay-0.5.mp4,対戦風景,Set(2)140
3210,MM3output_id22_delay0.5.mp4,対戦風景,Set67,MM4output_id23_delay1.75.mp4,対戦風景,Set(2)100
2709,MM3output_id14_delay1.25.mp4,対戦風景,Set67,MM3output_id9_delay-1.5.mp4,対戦風景,Set(2)49
3429,MM3output_id26_delay1.25.mp4,アイテム,Set67,FF2output_id12_delay-1.5.mp4,アイテム,Set(2)27
586,FF1output_id18_delay1.5.mp4,アイテム,Set67,FF2output_id26_delay0.75.mp4,対戦風景,Set(2)40
2352,MM3output_id6_delay-1.5.mp4,アイテム,Set68,MF11output_id22_delay-1.0.mp4,アイテム,Set(2)6
1573,FF1output_id35_delay-1.25.mp4,対戦風景,Set68,FF3output_id28_delay1.0.mp4,対戦結果,Set(2)143
1564,FF1output_id35_delay-0.5.mp4,対戦風景,Set68,MF21output_id10_delay-0.5.mp4,対戦風景,Set(2)136
538,FF1output_id17_delay1.5.mp4,アイテム,Set68,FF4output_id27_delay0.75.mp4,対戦風景,Set(2)117
1659,FF1output_id36_delay-0.75.mp4,対戦風景,Set69,FF1output_id28_delay-0.75.mp4,対戦風景,Set(2)87
